,sg_value,integer,quadrated
"(8, 6, 6, 3, 2, 1, 1, 1)",5,28,FALSE
"(7, 7, 6, 3, 2, 1, 1, 1)",0,28,FALSE
"(14, 6, 3, 2, 1, 1, 1)",2,28,FALSE
"(13, 7, 3, 2, 1, 1, 1)",1,28,FALSE
"(12, 8, 3, 2, 1, 1, 1)",2,28,FALSE
"(11, 9, 3, 2, 1, 1, 1)",1,28,FALSE
"(10, 10, 3, 2, 1, 1, 1)",0,28,FALSE
"(20, 3, 2, 1, 1, 1)",3,28,FALSE
"(7, 4, 4, 4, 4, 2, 1, 1, 1)",4,28,FALSE
"(6, 5, 4, 4, 4, 2, 1, 1, 1)",0,28,FALSE
"(11, 4, 4, 4, 2, 1, 1, 1)",3,28,FALSE
"(5, 5, 5, 4, 4, 2, 1, 1, 1)",3,28,FALSE
"(10, 5, 4, 4, 2, 1, 1, 1)",0,28,FALSE
"(9, 6, 4, 4, 2, 1, 1, 1)",3,28,FALSE
"(8, 7, 4, 4, 2, 1, 1, 1)",3,28,FALSE
"(15, 4, 4, 2, 1, 1, 1)",5,28,FALSE
"(9, 5, 5, 4, 2, 1, 1, 1)",3,28,FALSE
"(8, 6, 5, 4, 2, 1, 1, 1)",4,28,FALSE
"(7, 7, 5, 4, 2, 1, 1, 1)",1,28,FALSE
"(14, 5, 4, 2, 1, 1, 1)",3,28,FALSE
"(7, 6, 6, 4, 2, 1, 1, 1)",1,28,FALSE
"(13, 6, 4, 2, 1, 1, 1)",0,28,FALSE
"(12, 7, 4, 2, 1, 1, 1)",3,28,FALSE
"(11, 8, 4, 2, 1, 1, 1)",0,28,FALSE
"(10, 9, 4, 2, 1, 1, 1)",0,28,FALSE
"(19, 4, 2, 1, 1, 1)",3,28,FALSE
"(8, 5, 5, 5, 2, 1, 1, 1)",0,28,FALSE
"(7, 6, 5, 5, 2, 1, 1, 1)",6,28,FALSE
"(13, 5, 5, 2, 1, 1, 1)",1,28,FALSE
"(6, 6, 6, 5, 2, 1, 1, 1)",3,28,FALSE
"(12, 6, 5, 2, 1, 1, 1)",2,28,FALSE
"(11, 7, 5, 2, 1, 1, 1)",2,28,FALSE
"(10, 8, 5, 2, 1, 1, 1)",8,28,FALSE
"(9, 9, 5, 2, 1, 1, 1)",4,28,FALSE
"(18, 5, 2, 1, 1, 1)",0,28,FALSE
"(11, 6, 6, 2, 1, 1, 1)",1,28,FALSE
"(10, 7, 6, 2, 1, 1, 1)",8,28,FALSE
"(9, 8, 6, 2, 1, 1, 1)",1,28,FALSE
"(17, 6, 2, 1, 1, 1)",3,28,FALSE
"(9, 7, 7, 2, 1, 1, 1)",1,28,FALSE
"(8, 8, 7, 2, 1, 1, 1)",2,28,FALSE
"(16, 7, 2, 1, 1, 1)",0,28,FALSE
"(15, 8, 2, 1, 1, 1)",3,28,FALSE
"(14, 9, 2, 1, 1, 1)",0,28,FALSE
"(13, 10, 2, 1, 1, 1)",7,28,FALSE
"(12, 11, 2, 1, 1, 1)",3,28,FALSE
"(23, 2, 1, 1, 1)",1,28,FALSE
"(4, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1)",6,28,FALSE
"(7, 3, 3, 3, 3, 3, 3, 1, 1, 1)",0,28,FALSE
"(6, 4, 3, 3, 3, 3, 3, 1, 1, 1)",3,28,FALSE
"(5, 5, 3, 3, 3, 3, 3, 1, 1, 1)",0,28,FALSE
"(10, 3, 3, 3, 3, 3, 1, 1, 1)",4,28,FALSE
"(5, 4, 4, 3, 3, 3, 3, 1, 1, 1)",6,28,FALSE
"(9, 4, 3, 3, 3, 3, 1, 1, 1)",1,28,FALSE
"(8, 5, 3, 3, 3, 3, 1, 1, 1)",7,28,FALSE
"(7, 6, 3, 3, 3, 3, 1, 1, 1)",1,28,FALSE
"(13, 3, 3, 3, 3, 1, 1, 1)",0,28,FALSE
"(4, 4, 4, 4, 3, 3, 3, 1, 1, 1)",3,28,FALSE
"(8, 4, 4, 3, 3, 3, 1, 1, 1)",6,28,FALSE
"(7, 5, 4, 3, 3, 3, 1, 1, 1)",1,28,FALSE
"(6, 6, 4, 3, 3, 3, 1, 1, 1)",6,28,FALSE
"(12, 4, 3, 3, 3, 1, 1, 1)",1,28,FALSE
"(6, 5, 5, 3, 3, 3, 1, 1, 1)",4,28,FALSE
"(11, 5, 3, 3, 3, 1, 1, 1)",2,28,FALSE
"(10, 6, 3, 3, 3, 1, 1, 1)",0,28,FALSE
"(9, 7, 3, 3, 3, 1, 1, 1)",2,28,FALSE
"(8, 8, 3, 3, 3, 1, 1, 1)",3,28,FALSE
"(16, 3, 3, 3, 1, 1, 1)",4,28,FALSE
"(7, 4, 4, 4, 3, 3, 1, 1, 1)",2,28,FALSE
"(6, 5, 4, 4, 3, 3, 1, 1, 1)",5,28,FALSE
"(11, 4, 4, 3, 3, 1, 1, 1)",4,28,FALSE
"(5, 5, 5, 4, 3, 3, 1, 1, 1)",4,28,FALSE
"(10, 5, 4, 3, 3, 1, 1, 1)",0,28,FALSE
"(9, 6, 4, 3, 3, 1, 1, 1)",3,28,FALSE
"(8, 7, 4, 3, 3, 1, 1, 1)",3,28,FALSE
"(15, 4, 3, 3, 1, 1, 1)",6,28,FALSE
"(9, 5, 5, 3, 3, 1, 1, 1)",0,28,FALSE
"(8, 6, 5, 3, 3, 1, 1, 1)",1,28,FALSE
"(7, 7, 5, 3, 3, 1, 1, 1)",0,28,FALSE
"(14, 5, 3, 3, 1, 1, 1)",6,28,FALSE
"(7, 6, 6, 3, 3, 1, 1, 1)",6,28,FALSE
"(13, 6, 3, 3, 1, 1, 1)",7,28,FALSE
"(12, 7, 3, 3, 1, 1, 1)",1,28,FALSE
"(11, 8, 3, 3, 1, 1, 1)",2,28,FALSE
"(10, 9, 3, 3, 1, 1, 1)",6,28,FALSE
"(19, 3, 3, 1, 1, 1)",0,28,FALSE
"(6, 4, 4, 4, 4, 3, 1, 1, 1)",5,28,FALSE
"(5, 5, 4, 4, 4, 3, 1, 1, 1)",7,28,FALSE
"(10, 4, 4, 4, 3, 1, 1, 1)",5,28,FALSE
"(9, 5, 4, 4, 3, 1, 1, 1)",3,28,FALSE
"(8, 6, 4, 4, 3, 1, 1, 1)",4,28,FALSE
"(7, 7, 4, 4, 3, 1, 1, 1)",6,28,FALSE
"(14, 4, 4, 3, 1, 1, 1)",0,28,FALSE
"(8, 5, 5, 4, 3, 1, 1, 1)",1,28,FALSE
"(7, 6, 5, 4, 3, 1, 1, 1)",0,28,FALSE
"(13, 5, 4, 3, 1, 1, 1)",5,28,FALSE
"(6, 6, 6, 4, 3, 1, 1, 1)",1,28,FALSE
"(12, 6, 4, 3, 1, 1, 1)",6,28,FALSE
"(11, 7, 4, 3, 1, 1, 1)",8,28,FALSE
"(10, 8, 4, 3, 1, 1, 1)",4,28,FALSE
"(9, 9, 4, 3, 1, 1, 1)",1,28,FALSE
"(18, 4, 3, 1, 1, 1)",1,28,FALSE
"(7, 5, 5, 5, 3, 1, 1, 1)",2,28,FALSE
"(6, 6, 5, 5, 3, 1, 1, 1)",5,28,FALSE
"(12, 5, 5, 3, 1, 1, 1)",4,28,FALSE
"(11, 6, 5, 3, 1, 1, 1)",8,28,FALSE
"(10, 7, 5, 3, 1, 1, 1)",0,28,FALSE
"(9, 8, 5, 3, 1, 1, 1)",1,28,FALSE
"(17, 5, 3, 1, 1, 1)",4,28,FALSE
"(10, 6, 6, 3, 1, 1, 1)",4,28,FALSE
"(9, 7, 6, 3, 1, 1, 1)",1,28,FALSE
"(8, 8, 6, 3, 1, 1, 1)",6,28,FALSE
"(16, 6, 3, 1, 1, 1)",1,28,FALSE
"(8, 7, 7, 3, 1, 1, 1)",8,28,FALSE
"(15, 7, 3, 1, 1, 1)",9,28,FALSE
"(14, 8, 3, 1, 1, 1)",1,28,FALSE
"(13, 9, 3, 1, 1, 1)",2,28,FALSE
"(12, 10, 3, 1, 1, 1)",1,28,FALSE
"(11, 11, 3, 1, 1, 1)",0,28,FALSE
"(22, 3, 1, 1, 1)",5,28,FALSE
"(5, 4, 4, 4, 4, 4, 1, 1, 1)",2,28,FALSE
"(9, 4, 4, 4, 4, 1, 1, 1)",4,28,FALSE
"(8, 5, 4, 4, 4, 1, 1, 1)",0,28,FALSE
"(7, 6, 4, 4, 4, 1, 1, 1)",0,28,FALSE
"(13, 4, 4, 4, 1, 1, 1)",4,28,FALSE
"(7, 5, 5, 4, 4, 1, 1, 1)",6,28,FALSE
"(6, 6, 5, 4, 4, 1, 1, 1)",3,28,FALSE
"(12, 5, 4, 4, 1, 1, 1)",3,28,FALSE
"(11, 6, 4, 4, 1, 1, 1)",0,28,FALSE
"(10, 7, 4, 4, 1, 1, 1)",3,28,FALSE
"(9, 8, 4, 4, 1, 1, 1)",2,28,FALSE
"(17, 4, 4, 1, 1, 1)",4,28,FALSE
"(6, 5, 5, 5, 4, 1, 1, 1)",0,28,FALSE
"(11, 5, 5, 4, 1, 1, 1)",1,28,FALSE
"(10, 6, 5, 4, 1, 1, 1)",6,28,FALSE
"(9, 7, 5, 4, 1, 1, 1)",8,28,FALSE
"(8, 8, 5, 4, 1, 1, 1)",0,28,FALSE
"(16, 5, 4, 1, 1, 1)",0,28,FALSE
"(9, 6, 6, 4, 1, 1, 1)",2,28,FALSE
"(8, 7, 6, 4, 1, 1, 1)",0,28,FALSE
"(15, 6, 4, 1, 1, 1)",3,28,FALSE
"(7, 7, 7, 4, 1, 1, 1)",7,28,FALSE
"(14, 7, 4, 1, 1, 1)",0,28,FALSE
"(13, 8, 4, 1, 1, 1)",3,28,FALSE
"(12, 9, 4, 1, 1, 1)",0,28,FALSE
"(11, 10, 4, 1, 1, 1)",0,28,FALSE
"(21, 4, 1, 1, 1)",5,28,FALSE
"(5, 5, 5, 5, 5, 1, 1, 1)",0,28,FALSE
"(10, 5, 5, 5, 1, 1, 1)",4,28,FALSE
"(9, 6, 5, 5, 1, 1, 1)",4,28,FALSE
"(8, 7, 5, 5, 1, 1, 1)",7,28,FALSE
"(15, 5, 5, 1, 1, 1)",0,28,FALSE
"(8, 6, 6, 5, 1, 1, 1)",0,28,FALSE
"(7, 7, 6, 5, 1, 1, 1)",1,28,FALSE
"(14, 6, 5, 1, 1, 1)",1,28,FALSE
"(13, 7, 5, 1, 1, 1)",4,28,FALSE
"(12, 8, 5, 1, 1, 1)",4,28,FALSE
"(11, 9, 5, 1, 1, 1)",2,28,FALSE
"(10, 10, 5, 1, 1, 1)",3,28,FALSE
"(20, 5, 1, 1, 1)",5,28,FALSE
"(7, 6, 6, 6, 1, 1, 1)",2,28,FALSE
"(13, 6, 6, 1, 1, 1)",4,28,FALSE
"(12, 7, 6, 1, 1, 1)",6,28,FALSE
"(11, 8, 6, 1, 1, 1)",4,28,FALSE
"(10, 9, 6, 1, 1, 1)",3,28,FALSE
"(19, 6, 1, 1, 1)",5,28,FALSE
"(11, 7, 7, 1, 1, 1)",0,28,FALSE
"(10, 8, 7, 1, 1, 1)",3,28,FALSE
"(9, 9, 7, 1, 1, 1)",0,28,FALSE
"(18, 7, 1, 1, 1)",5,28,FALSE
"(9, 8, 8, 1, 1, 1)",6,28,FALSE
"(17, 8, 1, 1, 1)",5,28,FALSE
"(16, 9, 1, 1, 1)",5,28,FALSE
"(15, 10, 1, 1, 1)",5,28,FALSE
"(14, 11, 1, 1, 1)",5,28,FALSE
"(13, 12, 1, 1, 1)",1,28,FALSE
"(25, 1, 1, 1)",0,28,FALSE
"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(7, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(6, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(10, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(6, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(5, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",6,28,FALSE
"(9, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(8, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(7, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(6, 6, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(12, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(5, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",8,28,FALSE
"(4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(8, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(7, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(6, 5, 3, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(11, 3, 2, 2, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(6, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(5, 5, 4, 2, 2, 2, 2, 2, 2, 1, 1)",5,28,FALSE
"(10, 4, 2, 2, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(9, 5, 2, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(8, 6, 2, 2, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(7, 7, 2, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(14, 2, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",5,28,FALSE
"(7, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(6, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1)",8,28,FALSE
"(5, 5, 3, 3, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(10, 3, 3, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(5, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(9, 4, 3, 2, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(8, 5, 3, 2, 2, 2, 2, 2, 1, 1)",6,28,FALSE
"(7, 6, 3, 2, 2, 2, 2, 2, 1, 1)",5,28,FALSE
"(13, 3, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(4, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(8, 4, 4, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(7, 5, 4, 2, 2, 2, 2, 2, 1, 1)",6,28,FALSE
"(6, 6, 4, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(12, 4, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(6, 5, 5, 2, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(11, 5, 2, 2, 2, 2, 2, 1, 1)",8,28,FALSE
"(10, 6, 2, 2, 2, 2, 2, 1, 1)",7,28,FALSE
"(9, 7, 2, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(8, 8, 2, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(16, 2, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(6, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(5, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(9, 3, 3, 3, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(4, 4, 4, 3, 3, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(8, 4, 3, 3, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(7, 5, 3, 3, 2, 2, 2, 2, 1, 1)",6,28,FALSE
"(6, 6, 3, 3, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(12, 3, 3, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(7, 4, 4, 3, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(6, 5, 4, 3, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(11, 4, 3, 2, 2, 2, 2, 1, 1)",5,28,FALSE
"(5, 5, 5, 3, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(10, 5, 3, 2, 2, 2, 2, 1, 1)",5,28,FALSE
"(9, 6, 3, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(8, 7, 3, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(15, 3, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(6, 4, 4, 4, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(5, 5, 4, 4, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(10, 4, 4, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(9, 5, 4, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(8, 6, 4, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(7, 7, 4, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(14, 4, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(8, 5, 5, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(7, 6, 5, 2, 2, 2, 2, 1, 1)",1,28,FALSE
"(13, 5, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(6, 6, 6, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(12, 6, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(11, 7, 2, 2, 2, 2, 1, 1)",3,28,FALSE
"(10, 8, 2, 2, 2, 2, 1, 1)",0,28,FALSE
"(9, 9, 2, 2, 2, 2, 1, 1)",4,28,FALSE
"(18, 2, 2, 2, 2, 1, 1)",2,28,FALSE
"(5, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(4, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1)",4,28,FALSE
"(8, 3, 3, 3, 3, 2, 2, 2, 1, 1)",1,28,FALSE
"(7, 4, 3, 3, 3, 2, 2, 2, 1, 1)",8,28,FALSE
"(6, 5, 3, 3, 3, 2, 2, 2, 1, 1)",0,28,FALSE
"(11, 3, 3, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(6, 4, 4, 3, 3, 2, 2, 2, 1, 1)",5,28,FALSE
"(5, 5, 4, 3, 3, 2, 2, 2, 1, 1)",0,28,FALSE
"(10, 4, 3, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(9, 5, 3, 3, 2, 2, 2, 1, 1)",8,28,FALSE
"(8, 6, 3, 3, 2, 2, 2, 1, 1)",6,28,FALSE
"(7, 7, 3, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(14, 3, 3, 2, 2, 2, 1, 1)",1,28,FALSE
"(5, 4, 4, 4, 3, 2, 2, 2, 1, 1)",6,28,FALSE
"(9, 4, 4, 3, 2, 2, 2, 1, 1)",8,28,FALSE
"(8, 5, 4, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(7, 6, 4, 3, 2, 2, 2, 1, 1)",1,28,FALSE
"(13, 4, 3, 2, 2, 2, 1, 1)",2,28,FALSE
"(7, 5, 5, 3, 2, 2, 2, 1, 1)",1,28,FALSE
"(6, 6, 5, 3, 2, 2, 2, 1, 1)",7,28,FALSE
"(12, 5, 3, 2, 2, 2, 1, 1)",8,28,FALSE
"(11, 6, 3, 2, 2, 2, 1, 1)",3,28,FALSE
"(10, 7, 3, 2, 2, 2, 1, 1)",0,28,FALSE
"(9, 8, 3, 2, 2, 2, 1, 1)",5,28,FALSE
"(17, 3, 2, 2, 2, 1, 1)",4,28,FALSE
"(4, 4, 4, 4, 4, 2, 2, 2, 1, 1)",3,28,FALSE
"(8, 4, 4, 4, 2, 2, 2, 1, 1)",7,28,FALSE
"(7, 5, 4, 4, 2, 2, 2, 1, 1)",1,28,FALSE
"(6, 6, 4, 4, 2, 2, 2, 1, 1)",4,28,FALSE
"(12, 4, 4, 2, 2, 2, 1, 1)",3,28,FALSE
"(6, 5, 5, 4, 2, 2, 2, 1, 1)",4,28,FALSE
"(11, 5, 4, 2, 2, 2, 1, 1)",3,28,FALSE
"(10, 6, 4, 2, 2, 2, 1, 1)",0,28,FALSE
"(9, 7, 4, 2, 2, 2, 1, 1)",6,28,FALSE
"(8, 8, 4, 2, 2, 2, 1, 1)",3,28,FALSE
"(16, 4, 2, 2, 2, 1, 1)",7,28,FALSE
"(5, 5, 5, 5, 2, 2, 2, 1, 1)",6,28,FALSE
"(10, 5, 5, 2, 2, 2, 1, 1)",8,28,FALSE
"(9, 6, 5, 2, 2, 2, 1, 1)",2,28,FALSE
"(8, 7, 5, 2, 2, 2, 1, 1)",8,28,FALSE
"(15, 5, 2, 2, 2, 1, 1)",8,28,FALSE
"(8, 6, 6, 2, 2, 2, 1, 1)",3,28,FALSE
"(7, 7, 6, 2, 2, 2, 1, 1)",4,28,FALSE
"(14, 6, 2, 2, 2, 1, 1)",7,28,FALSE
"(13, 7, 2, 2, 2, 1, 1)",8,28,FALSE
"(12, 8, 2, 2, 2, 1, 1)",7,28,FALSE
"(11, 9, 2, 2, 2, 1, 1)",1,28,FALSE
"(10, 10, 2, 2, 2, 1, 1)",4,28,FALSE
"(20, 2, 2, 2, 1, 1)",3,28,FALSE
"(4, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(7, 3, 3, 3, 3, 3, 2, 2, 1, 1)",6,28,FALSE
"(6, 4, 3, 3, 3, 3, 2, 2, 1, 1)",8,28,FALSE
"(5, 5, 3, 3, 3, 3, 2, 2, 1, 1)",4,28,FALSE
"(10, 3, 3, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(5, 4, 4, 3, 3, 3, 2, 2, 1, 1)",0,28,FALSE
"(9, 4, 3, 3, 3, 2, 2, 1, 1)",1,28,FALSE
"(8, 5, 3, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(7, 6, 3, 3, 3, 2, 2, 1, 1)",3,28,FALSE
"(13, 3, 3, 3, 2, 2, 1, 1)",7,28,FALSE
"(4, 4, 4, 4, 3, 3, 2, 2, 1, 1)",0,28,FALSE
"(8, 4, 4, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(7, 5, 4, 3, 3, 2, 2, 1, 1)",4,28,FALSE
"(6, 6, 4, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(12, 4, 3, 3, 2, 2, 1, 1)",9,28,FALSE
"(6, 5, 5, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(11, 5, 3, 3, 2, 2, 1, 1)",3,28,FALSE
"(10, 6, 3, 3, 2, 2, 1, 1)",5,28,FALSE
"(9, 7, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(8, 8, 3, 3, 2, 2, 1, 1)",3,28,FALSE
"(16, 3, 3, 2, 2, 1, 1)",2,28,FALSE
"(7, 4, 4, 4, 3, 2, 2, 1, 1)",8,28,FALSE
"(6, 5, 4, 4, 3, 2, 2, 1, 1)",0,28,FALSE
"(11, 4, 4, 3, 2, 2, 1, 1)",4,28,FALSE
"(5, 5, 5, 4, 3, 2, 2, 1, 1)",3,28,FALSE
"(10, 5, 4, 3, 2, 2, 1, 1)",3,28,FALSE
"(9, 6, 4, 3, 2, 2, 1, 1)",3,28,FALSE
"(8, 7, 4, 3, 2, 2, 1, 1)",3,28,FALSE
"(15, 4, 3, 2, 2, 1, 1)",1,28,FALSE
"(9, 5, 5, 3, 2, 2, 1, 1)",7,28,FALSE
"(8, 6, 5, 3, 2, 2, 1, 1)",4,28,FALSE
"(7, 7, 5, 3, 2, 2, 1, 1)",4,28,FALSE
"(14, 5, 3, 2, 2, 1, 1)",6,28,FALSE
"(7, 6, 6, 3, 2, 2, 1, 1)",6,28,FALSE
"(13, 6, 3, 2, 2, 1, 1)",4,28,FALSE
"(12, 7, 3, 2, 2, 1, 1)",2,28,FALSE
"(11, 8, 3, 2, 2, 1, 1)",1,28,FALSE
"(10, 9, 3, 2, 2, 1, 1)",2,28,FALSE
"(19, 3, 2, 2, 1, 1)",0,28,FALSE
"(6, 4, 4, 4, 4, 2, 2, 1, 1)",4,28,FALSE
"(5, 5, 4, 4, 4, 2, 2, 1, 1)",2,28,FALSE
"(10, 4, 4, 4, 2, 2, 1, 1)",4,28,FALSE
"(9, 5, 4, 4, 2, 2, 1, 1)",3,28,FALSE
"(8, 6, 4, 4, 2, 2, 1, 1)",0,28,FALSE
"(7, 7, 4, 4, 2, 2, 1, 1)",1,28,FALSE
"(14, 4, 4, 2, 2, 1, 1)",7,28,FALSE
"(8, 5, 5, 4, 2, 2, 1, 1)",4,28,FALSE
"(7, 6, 5, 4, 2, 2, 1, 1)",1,28,FALSE
"(13, 5, 4, 2, 2, 1, 1)",4,28,FALSE
"(6, 6, 6, 4, 2, 2, 1, 1)",4,28,FALSE
"(12, 6, 4, 2, 2, 1, 1)",4,28,FALSE
"(11, 7, 4, 2, 2, 1, 1)",0,28,FALSE
"(10, 8, 4, 2, 2, 1, 1)",6,28,FALSE
"(9, 9, 4, 2, 2, 1, 1)",2,28,FALSE
"(18, 4, 2, 2, 1, 1)",8,28,FALSE
"(7, 5, 5, 5, 2, 2, 1, 1)",6,28,FALSE
"(6, 6, 5, 5, 2, 2, 1, 1)",0,28,FALSE
"(12, 5, 5, 2, 2, 1, 1)",2,28,FALSE
"(11, 6, 5, 2, 2, 1, 1)",4,28,FALSE
"(10, 7, 5, 2, 2, 1, 1)",7,28,FALSE
"(9, 8, 5, 2, 2, 1, 1)",1,28,FALSE
"(17, 5, 2, 2, 1, 1)",3,28,FALSE
"(10, 6, 6, 2, 2, 1, 1)",7,28,FALSE
"(9, 7, 6, 2, 2, 1, 1)",8,28,FALSE
"(8, 8, 6, 2, 2, 1, 1)",0,28,FALSE
"(16, 6, 2, 2, 1, 1)",8,28,FALSE
"(8, 7, 7, 2, 2, 1, 1)",6,28,FALSE
"(15, 7, 2, 2, 1, 1)",3,28,FALSE
"(14, 8, 2, 2, 1, 1)",8,28,FALSE
"(13, 9, 2, 2, 1, 1)",3,28,FALSE
"(12, 10, 2, 2, 1, 1)",3,28,FALSE
"(11, 11, 2, 2, 1, 1)",4,28,FALSE
"(22, 2, 2, 1, 1)",0,28,FALSE
"(3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1)",1,28,FALSE
"(6, 3, 3, 3, 3, 3, 3, 2, 1, 1)",3,28,FALSE
"(5, 4, 3, 3, 3, 3, 3, 2, 1, 1)",5,28,FALSE
"(9, 3, 3, 3, 3, 3, 2, 1, 1)",3,28,FALSE
"(4, 4, 4, 3, 3, 3, 3, 2, 1, 1)",1,28,FALSE
